feature,importance
NumOfProducts,0.1437498931586654
Age,0.08480309932368557
IsActiveMember,0.029452575053744656
Balance,0.028573802637456902
Geography,0.01684428282359
Gender,0.00722411342767848
CreditScore,0.002269836835426401
HasCrCard,0.0010826198283622561
EstimatedSalary,0.0008593751036703271
Tenure,0.0004078899681392671
CustomerId,0.0
id,0.0
Surname,0.0
